one_week_supply_of_eye,laboratory_type_is_other,residents_total_admissions,staff_weekly_suspected_covid,shortage_of_nursing_staff,total_resident_covid_19_deaths_per_1_000_residents,total_number_of_occupied,residents_weekly_all_deaths,any_current_supply_of_n95,submitted_data,ventilator_dependent_unit,number_of_ventilators_in,laboratory_type_is_state,shortage_of_other_staff,any_current_supply_of_gowns,residents_weekly_confirmed,any_current_supply_of,staff_total_covid_19_deaths,residents_weekly_covid_19,staff_total_suspected_covid,one_week_supply_of_surgical,one_week_supply_of_gowns,any_current_supply_of_hand,total_resident_confirmed_covid_19_cases_per_1_000_residents,provider_name,laboratory_type_is_private,initial_confirmed_covid_19_case_this_week,resident_access_to_testing,any_current_supply_of_surgical,county,passed_quality_assurance,staff_weekly_confirmed_covid,one_week_supply_of_hand,residents_total_covid_19,staff_weekly_covid_19_deaths,provider_address,three_or_more_confirmed_and_suspected_covid_19_cases_this_week,provider_zip_code,any_current_supply_of_gloves,federal_provider_number,number_of_all_beds,residents_total_suspected,residents_weekly_suspected,residents_weekly_admissions,staff_total_confirmed_covid,one_week_supply_of_gloves,residents_total_all_deaths,provider_state,shortage_of_clinical_staff,number_of_ventilators_in_1,any_current_supply_of_eye,shortage_of_aides,one_week_supply_of_ventilator,residents_total_confirmed,one_week_supply_of_n95_masks,week_ending,total_residents_covid_19_deaths_as_a_percentage_of_confirmed_covid_19_cases,provider_city
Y,N,0,0,N,0.0,164,2,Y,Y,N,,Y,N,Y,0,,0,0,32,Y,Y,Y,0.0,HEALTH CARE CENTER LUCY CORR,N,N,Y,Y,Chesterfield,Y,0,Y,0,0,6800 LUCY CORR BLVD,N,23832,Y,495079,216,21,0,0,1,Y,27,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,CHESTERFIELD
Y,N,0,0,N,0.0,74,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,Y,N,Y,Y,Fauquier,Y,0,Y,0,0,360 HOSPITAL DRIVE,N,20186,Y,495233,113,1,0,0,1,Y,1,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,WARRENTON
N,N,3,0,N,0.0,66,0,Y,Y,N,,Y,N,Y,0,,0,0,0,N,N,Y,0.0,VIRGINIA BAPTIST HOSPITAL DIVISION / GUGGENHEIMER,Y,,Y,Y,Lynchburg City,Y,0,N,0,0,3300 RIVERMONT AVE,,24503,Y,495112,130,0,0,3,0,N,0,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,LYNCHBURG
Y,N,0,0,N,34.5,145,2,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,172.4,ASHLAND NURSING AND REHABILITATION,N,N,Y,Y,Hanover,Y,5,Y,5,0,906 THOMPSON STREET,N,23005,Y,495362,190,0,0,0,37,Y,11,VA,N,,Y,N,,25,Y,2020/06/21 00:00:00,20.0,ASHLAND
Y,N,0,0,N,0.0,33,0,Y,Y,Y,26,N,N,Y,0,Y,0,0,0,Y,Y,Y,0.0,CHILDRENS HOSPITAL,Y,N,Y,Y,Richmond City,Y,0,Y,0,0,2924 BROOK RD,N,23220,Y,49A022,47,0,0,0,0,Y,0,VA,N,18,Y,N,Y,0,Y,2020/06/14 00:00:00,,RICHMOND
Y,N,8,0,N,120.5,83,2,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,48.2,ACCORDIUS HEALTH AT EMPORIA,Y,N,Y,Y,Emporia City,Y,0,Y,10,0,200 WEAVER AVENUE,N,23847,Y,495375,120,12,0,0,2,Y,12,VA,N,,Y,Y,,4,Y,2020/07/26 00:00:00,250.0,EMPORIA
N,N,0,0,Y,0.0,84,0,Y,Y,N,,N,Y,Y,0,,0,0,0,Y,Y,Y,0.0,SKYLINE NURSING & REHABILITATION CENTER,Y,N,Y,Y,Floyd,Y,0,Y,0,0,"237 FRANKLIN PIKE ROAD, SE",N,24091,Y,495348,88,0,0,0,0,Y,0,VA,N,,Y,Y,,0,Y,2020/06/07 00:00:00,,FLOYD
Y,N,1,0,Y,0.0,141,3,Y,Y,N,,N,N,Y,1,,0,0,0,Y,Y,Y,7.1,THE LAURELS OF UNIVERSITY PARK,Y,,Y,Y,Henrico,Y,0,Y,0,0,2420 PEMBERTON RD,,23233,Y,495109,145,0,0,1,0,Y,3,VA,N,,Y,Y,,1,Y,2020/05/24 00:00:00,0.0,RICHMOND
Y,N,0,0,N,0.0,47,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL - LAUREL MEADOWS,N,N,N,Y,Carroll,Y,0,Y,0,0,16600 DANVILLE PIKE,N,24352,Y,495323,60,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,LAUREL FORK
Y,N,0,0,N,0.0,107,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HIGHLAND RIDGE REHAB CENTER,Y,N,Y,Y,Pulaski,Y,0,Y,0,0,5872 HANKS STREET  PO BOX 1087,N,24084,Y,495333,132,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,DUBLIN
Y,N,2,3,N,52.6,38,0,Y,Y,N,,Y,N,Y,0,,0,0,10,Y,Y,Y,263.2,DINWIDDIE HEALTH AND REHAB CENTER,Y,N,Y,Y,Petersburg City,Y,0,Y,2,0,46 DIAMOND DRIVE,N,23803,Y,495398,60,28,0,0,7,Y,16,VA,N,,Y,N,,10,Y,2020/07/26 00:00:00,20.0,PETERSBURG
Y,Y,4,0,N,62.5,64,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,562.5,HENRICO HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Henrico,Y,0,Y,4,0,561 NORTH AIRPORT DRIVE,N,23075,Y,495193,120,1,0,0,24,Y,4,VA,N,,Y,N,,36,Y,2020/06/28 00:00:00,11.1,HIGHLAND SPRINGS
Y,N,1,0,N,13.9,72,0,Y,Y,N,,Y,N,Y,1,,0,0,0,Y,Y,Y,208.3,OAKWOOD MANOR BEDFORD MEM,Y,N,Y,Y,Bedford City,Y,0,Y,1,0,1613 OAKWOOD STREET,N,24523,Y,495046,111,0,0,0,2,Y,3,VA,N,,Y,N,,15,Y,2020/07/05 00:00:00,6.7,BEDFORD
Y,N,0,0,N,0.0,27,0,Y,Y,N,,Y,N,Y,0,,0,0,5,N,N,Y,0.0,RIVERSIDE HEALTHY LIVING COMMUNITY-SMITHFIELD,Y,N,Y,Y,Isle of Wight,Y,1,Y,0,0,101 JOHN ROLFE DRIVE,N,23430,Y,495332,34,3,0,0,2,Y,2,VA,N,,Y,N,,0,N,2020/07/19 00:00:00,,SMITHFIELD
Y,N,1,0,N,0.0,95,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,ACCORDIUS HEALTH AT RIVER POINTE LLC,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,4142 BONNEY ROAD,N,23452,Y,495241,138,11,0,0,2,Y,2,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,VIRGINIA BEACH
Y,N,1,0,N,52.6,76,2,Y,Y,N,,Y,N,Y,0,,0,0,6,Y,Y,Y,315.8,THE LAURELS OF WILLOW CREEK,Y,N,Y,Y,Chesterfield,Y,1,Y,4,0,11611 ROBIOUS ROAD,N,23113,Y,495257,,13,0,0,15,Y,18,VA,N,,Y,Y,,24,Y,2020/07/05 00:00:00,16.7,MIDLOTHIAN
Y,N,0,0,N,0.0,42,0,Y,Y,,,N,N,Y,0,,0,0,9,Y,Y,Y,0.0,THE CULPEPER,Y,N,Y,Y,Culpeper,Y,0,Y,0,0,12425 VILLAGE LOOP,N,22701,Y,495400,47,25,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,CULPEPER
Y,Y,0,1,N,0.0,89,0,Y,Y,N,,Y,N,Y,0,,0,0,3,Y,Y,Y,0.0,STANLEYTOWN HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Henry,Y,0,Y,0,0,240 RIVERSIDE DRIVE,N,24055,Y,495216,120,1,0,0,0,Y,7,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,BASSETT
Y,N,0,0,N,0.0,32,0,Y,Y,N,,N,N,Y,0,,0,0,2,Y,Y,Y,0.0,RAPPAHANNOCK WESTMINSTER CANTE,Y,N,Y,Y,Lancaster,Y,0,Y,0,0,132  LANCASTER DRIVE,N,22480,Y,495160,42,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,IRVINGTON
Y,Y,0,0,N,0.0,145,0,Y,Y,N,,Y,N,Y,7,,0,0,1,Y,Y,Y,55.2,CHESAPEAKE HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,Chesapeake City,Y,1,Y,0,0,688 KINGSBOROUGH SQUARE,Y,23320,Y,495108,180,2,0,0,5,Y,3,VA,N,,Y,N,,8,N,2020/06/28 00:00:00,0.0,CHESAPEAKE
,,,,,,,,,Y,,,,,,,,,,,,,,,MOUNT VERNON HEALTHCARE CENTER,,,,,Fairfax,N,,,,,8111 TISWELL DRIVE,,22306,,495211,,,,,,,,VA,,,,,,,,2020/06/07 00:00:00,,ALEXANDRIA
Y,N,0,2,N,0.0,42,0,Y,Y,,,N,N,Y,0,,0,0,8,Y,Y,Y,0.0,THE CULPEPER,Y,N,Y,Y,Culpeper,Y,0,Y,0,0,12425 VILLAGE LOOP,N,22701,Y,495400,47,23,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,CULPEPER
Y,Y,0,5,N,0.0,42,0,Y,Y,N,,Y,N,Y,2,,0,0,5,Y,Y,Y,47.6,REGENCY HEALTH AND REHABILITATION CENTER,Y,,Y,Y,York,Y,0,Y,0,0,112 N CONSTITUTION DR,,23692,Y,495189,0,11,11,0,0,Y,0,VA,N,,Y,N,,2,Y,2020/05/24 00:00:00,0.0,GRAFTON
Y,N,0,0,Y,0.0,100,0,Y,Y,N,,Y,Y,Y,0,,0,0,0,Y,Y,Y,0.0,CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER,Y,N,Y,Y,Wythe,Y,0,Y,0,0,990 HOLSTON RD,N,24382,Y,495349,107,0,0,0,0,Y,0,VA,Y,,Y,Y,,0,Y,2020/07/26 00:00:00,,WYTHEVILLE
Y,N,0,0,N,0.0,136,1,Y,Y,N,,Y,N,Y,0,,0,0,6,Y,Y,Y,0.0,MONROE HEALTH & REHAB CENTER,N,N,Y,Y,Albermarle,Y,0,Y,0,0,1150 NORTHWEST DRIVE,N,22901,Y,495326,180,3,1,0,1,Y,5,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,CHARLOTTESVILLE
Y,N,0,0,N,0.0,53,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,0.0,OUR LADY OF HOPE HEALTH CENTER,Y,N,Y,Y,Henrico,Y,0,Y,0,0,13700 NORTH GAYTON ROAD,N,23233,Y,495311,75,0,0,0,11,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,RICHMOND
Y,N,0,0,N,0.0,103,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL GRUNDY,N,N,Y,Y,Buchanan,Y,0,Y,0,0,2966 SLATE CREEK ROAD,N,24614,Y,495259,120,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,GRUNDY
Y,N,0,0,N,0.0,51,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,COVENANT WOODS NURSING HOME,Y,,Y,Y,Hanover,Y,1,Y,0,0,7090 COVENANT WOODS DRIVE,,23111,Y,495419,62,0,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,MECHANICSVILLE
Y,N,1,0,N,0.0,48,0,Y,Y,N,,Y,N,Y,0,,0,0,3,Y,Y,Y,0.0,KENDAL  AT LEXINGTON,N,N,Y,Y,Lexington City,Y,0,Y,0,0,160 KENDAL DRIVE,N,24450,Y,495034,54,20,2,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,LEXINGTON
Y,Y,0,0,N,0.0,143,0,Y,Y,N,,Y,N,Y,0,,0,0,30,Y,Y,Y,7.0,LYNCHBURG HLTH & REHAB CNTR,Y,N,Y,Y,Lynchburg City,Y,0,Y,0,0,5615 SEMINOLE AVENUE,N,24502,Y,495105,180,14,0,0,0,Y,5,VA,N,,Y,N,,1,Y,2020/06/21 00:00:00,0.0,LYNCHBURG
N,Y,0,0,N,0.0,107,0,Y,Y,N,,Y,N,Y,0,,0,0,3,Y,Y,Y,0.0,BOWLING GREEN HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Caroline,Y,0,Y,0,0,120 ANDERSON AVENUE,N,22427,Y,495297,120,1,0,0,0,Y,7,VA,N,,Y,N,,0,N,2020/07/05 00:00:00,,BOWLING GREEN
Y,N,0,0,N,0.0,199,1,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,5.0,SENTARA WOODVIEW,Y,N,Y,Y,Halifax,Y,0,Y,0,0,103 ROSEHILL DRIVE,N,24592,Y,495372,216,0,0,0,0,Y,4,VA,N,,Y,Y,,1,Y,2020/05/31 00:00:00,0.0,SOUTH BOSTON
Y,N,6,0,N,154.8,84,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,11.9,HERITAGE HALL NASSAWADOX,N,N,Y,Y,Northampton,Y,0,Y,13,0,9468 HOSPITAL ROAD,N,23413,Y,495277,145,34,0,0,0,Y,16,VA,N,,Y,N,,1,Y,2020/06/28 00:00:00,1300.0,NASSAWADOX
Y,Y,0,0,N,0.0,107,2,Y,Y,N,,Y,N,Y,0,,0,0,0,N,N,Y,0.0,FRANKLIN HEALTH AND REHABILITATION CENTER,Y,,Y,Y,Franklin,Y,0,Y,0,0,720 ORCHARD AVENUE,,24151,Y,495207,0,1,1,0,0,N,2,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,ROCKY MOUNT
Y,N,0,3,Y,0.0,100,11,Y,Y,N,,Y,N,Y,0,,0,0,3,Y,Y,Y,0.0,LEE HEALTH AND REHAB CENTER,N,,Y,Y,Lee,Y,0,Y,0,0,208 HEALTH CARE DRIVE,,24277,Y,495352,110,0,0,0,0,Y,11,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,PENNINGTON GAP
Y,N,0,0,N,0.0,101,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,AUTUMN CARE OF PORTSMOUTH,Y,,Y,Y,Portsmouth City,Y,1,Y,0,0,3610 WINCHESTER DR,,23707,Y,495194,108,0,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,PORTSMOUTH
Y,N,11,0,N,275.0,40,0,Y,Y,N,,Y,N,Y,0,,0,0,31,Y,Y,Y,1025.0,ENVOY AT THE VILLAGE,N,N,Y,Y,Fluvanna,Y,0,Y,11,0,4238 JAMES MADSON HIGHWAY,N,23055,Y,495230,60,2,0,0,18,Y,11,VA,N,,Y,N,,41,Y,2020/06/28 00:00:00,26.8,FORK UNION
Y,N,0,0,N,0.0,70,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,SHENANDOAH VALLEY HEALTH AND REHAB,Y,N,Y,Y,Buena Vista City,Y,0,Y,0,0,"3737 CATALPA AVE, PO BOX 711",N,24416,Y,495168,93,0,0,0,0,Y,4,VA,N,,Y,N,,0,N,2020/07/26 00:00:00,,BUENA VISTA
Y,N,22,1,N,57.1,105,0,Y,Y,N,,N,N,Y,0,,0,0,9,Y,Y,Y,47.6,MANORCARE HEALTH SERVICES-FAIR OAKS,Y,N,Y,Y,Fairfax,Y,0,Y,6,0,12475 LEE JACKSON MEMORIAL HIGHWAY,N,22033,Y,495217,155,3,1,0,34,Y,11,VA,N,,Y,N,,5,Y,2020/07/19 00:00:00,120.0,FAIRFAX
Y,Y,1,0,Y,0.0,50,0,Y,Y,N,,Y,N,Y,0,,0,0,6,Y,Y,Y,20.0,HIRAM W DAVIS MEDICAL CTR,N,N,Y,Y,Petersburg City,Y,1,Y,0,0,26317 WEST WASHINGTON STREET,N,23803,Y,495113,90,4,0,0,2,Y,6,VA,N,,Y,Y,,1,Y,2020/07/12 00:00:00,0.0,PETERSBURG
Y,N,0,0,N,0.0,54,0,Y,Y,N,,N,N,Y,0,,0,0,16,Y,Y,Y,0.0,OUR LADY OF THE VALLEY,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,650 NORTH JEFFERSON STREET,Y,24016,Y,495357,70,3,3,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,ROANOKE
Y,N,10,0,N,192.0,125,0,Y,Y,N,,Y,N,Y,0,,0,0,8,Y,Y,Y,296.0,BIRMINGHAM GREEN,Y,N,Y,Y,Manassas City,Y,0,Y,24,0,8605 CENTREVILLE ROAD,N,20110,Y,495390,180,6,0,0,22,Y,29,VA,N,,Y,N,,37,Y,2020/07/05 00:00:00,64.9,MANASSAS
Y,N,0,0,N,0.0,252,2,Y,Y,N,,Y,N,Y,7,,0,0,0,Y,Y,Y,27.8,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,Y,Y,Y,Y,Danville City,Y,1,Y,0,0,2526 NORTH MAIN STREET,Y,24540,Y,495015,312,0,0,0,2,Y,13,VA,N,,Y,N,,7,Y,2020/07/26 00:00:00,0.0,DANVILLE
Y,Y,0,0,N,0.0,46,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,MAPLE GROVE HEALTH CARE CENTER,N,N,Y,Y,Russell,Y,0,Y,0,0,POST OFFICE BOX 2409,N,24266,Y,495365,60,0,0,0,0,Y,4,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,LEBANON
Y,N,0,0,N,0.0,57,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,"ENVOY OF WINCHESTER, LLC",N,N,Y,Y,Frederick,Y,0,Y,0,0,110 LAUCK DR,N,22603,Y,495389,60,0,0,0,0,Y,0,VA,N,,Y,N,,0,N,2020/06/07 00:00:00,,WINCHESTER
Y,Y,0,0,N,0.0,46,0,Y,Y,Y,19,N,N,Y,0,Y,0,0,0,Y,Y,Y,0.0,BLAND COUNTY NURSING & REHABILITATION CENTER,N,N,Y,Y,Bland,Y,0,Y,0,0,12185 GRAPEFIELD ROAD,N,24314,Y,495191,57,0,0,0,0,Y,9,VA,N,15,Y,N,Y,0,Y,2020/06/14 00:00:00,,BASTIAN
N,N,0,1,N,0.0,40,0,Y,Y,N,,Y,N,Y,0,,0,0,3,N,N,Y,0.0,BRANDON OAKS NURSING AND REHABILITATION CENTER,Y,N,Y,Y,Roanoke,Y,0,Y,0,0,3837 BRANDON AVENUE,N,24018,Y,495373,62,0,0,0,0,Y,5,VA,N,,Y,N,,0,N,2020/07/19 00:00:00,,ROANOKE
Y,N,3,0,N,0.0,165,2,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,18.2,RICHFIELD RECOVERY &  CARE CENTER,Y,N,Y,Y,Salem City,Y,0,Y,0,0,3615 WEST MAIN STREET,N,24153,Y,495013,280,0,0,0,2,Y,21,VA,N,,Y,N,,3,Y,2020/06/07 00:00:00,0.0,SALEM
Y,Y,0,0,N,0.0,174,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,SITTER AND BARFOOT VETERANS CARE CENTER,Y,N,Y,Y,Richmond City,Y,0,Y,0,0,1601 BROADROCK BLVD,N,23224,Y,495393,200,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,RICHMOND
Y,N,5,0,N,0.0,55,0,Y,Y,N,,Y,N,Y,1,,0,0,22,Y,Y,Y,18.2,WESTMORELAND REHABILITATION & HEALTHCARE CENTER,Y,Y,Y,Y,Westmoreland,Y,0,Y,0,0,2400 MCKINNEY BOULEVARD,N,22443,Y,495268,66,0,0,0,1,Y,18,VA,N,,Y,N,,1,Y,2020/07/19 00:00:00,0.0,COLONIAL BEACH
N,N,0,0,N,0.0,32,0,Y,Y,N,,N,N,Y,0,,0,0,0,N,N,Y,0.0,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,Y,,Y,Y,Wise,Y,0,Y,0,0,"310 THIRD STREET,  NE",,24273,Y,495374,44,0,0,0,0,Y,0,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,NORTON
Y,N,2,0,Y,12.0,83,0,Y,Y,N,,N,N,Y,1,,0,0,0,Y,Y,Y,24.1,SENTARA MEADOWVIEW TERRACE,Y,N,Y,Y,Mecklenburg,Y,1,Y,1,0,184 BUFFALO ROAD,N,23927,Y,495379,168,2,0,0,1,Y,2,VA,N,,Y,Y,,2,Y,2020/05/31 00:00:00,50.0,CLARKSVILLE
Y,N,1,0,N,87.0,115,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,347.8,DULLES HEALTH & REHAB CENTER,Y,N,Y,Y,Fairfax,Y,0,Y,10,0,2978 CENTREVILLE ROAD,N,20171,Y,495174,166,1,0,0,0,Y,26,VA,N,,Y,N,,40,Y,2020/05/31 00:00:00,25.0,HERNDON
Y,N,0,2,N,0.0,145,0,Y,Y,N,,N,N,Y,0,,0,0,7,Y,Y,Y,0.0,VALLEY REHABILITATION AND NURSING CENTER,Y,N,Y,Y,Smyth,Y,0,Y,0,0,940 EAST LEE HIGHWAY,N,24319,Y,495133,180,2,0,0,0,Y,5,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,CHILHOWIE
,,,,,,,,,Y,,,,,,,,,,,,,,,PETERSBURG HEALTHCARE CENTER,,,,,Petersburg City,N,,,,,287  EAST SOUTH BOULEVARD,,23805,,495144,,,,,,,,VA,,,,,,,,2020/05/31 00:00:00,,PETERSBURG
Y,N,0,0,N,0.0,92,0,Y,Y,N,,Y,N,Y,14,,0,0,0,Y,Y,Y,402.2,"ENVOY OF WILLIAMSBURG, LLC",N,N,Y,Y,James City,N,3,Y,0,0,1235 MT VERNON AVENUE,Y,23185,Y,495235,130,1,0,0,10,Y,0,VA,N,,Y,N,,37,Y,2020/06/28 00:00:00,0.0,WILLIAMSBURG
N,N,1,2,N,0.0,135,0,Y,Y,N,,Y,N,Y,0,,0,0,21,N,N,Y,0.0,COLISEUM CONVALESCENT AND REHABILITATION CENTER,Y,N,Y,Y,Hampton City,Y,0,Y,0,0,305 MARCELLA ROAD,Y,23666,Y,495305,180,27,4,0,0,Y,14,VA,N,,Y,N,,0,N,2020/05/31 00:00:00,,HAMPTON
Y,N,1,0,N,19.6,51,3,Y,Y,N,,Y,N,Y,1,,0,1,0,Y,Y,Y,58.8,ACCORDIUS HEALTH AT COURTLAND,Y,N,Y,Y,Southampton,Y,0,Y,1,0,23020 MAIN STREET,N,23837,Y,495296,90,3,0,0,1,N,5,VA,N,,Y,N,,3,Y,2020/05/31 00:00:00,33.3,COURTLAND
Y,N,0,0,N,0.0,78,1,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,BEDFORD CO NURSING HOME,Y,N,Y,Y,Bedford City,Y,2,Y,0,0,1229 COUNTY FARM ROAD,N,24523,Y,49E004,90,1,0,0,2,Y,1,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,BEDFORD
Y,Y,2,0,N,78.4,51,0,Y,Y,N,,Y,N,Y,0,,0,0,15,Y,Y,Y,333.3,GREENSVILLE HEALTH AND REHABILITATION CENTER,N,N,Y,Y,Emporia City,Y,0,Y,4,0,214 WEAVER AVE,N,23847,Y,495199,65,13,0,0,10,Y,5,VA,N,,Y,N,,17,Y,2020/07/12 00:00:00,23.5,EMPORIA
Y,N,0,0,N,0.0,75,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,BEDFORD CO NURSING HOME,Y,N,Y,Y,Bedford City,Y,0,Y,0,0,1229 COUNTY FARM ROAD,N,24523,Y,49E004,90,1,0,0,3,Y,3,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,BEDFORD
Y,N,4,0,N,0.0,62,12,Y,Y,N,,N,N,Y,48,,0,0,0,Y,Y,Y,774.2,SOUTH ROANOKE NURSING HOME,Y,,Y,Y,Roanoke City,Y,32,Y,0,0,"3823 FRANKLIN RD, SW",,24014,Y,495002,98,0,0,4,32,Y,12,VA,N,,Y,N,,48,Y,2020/05/24 00:00:00,0.0,ROANOKE
Y,N,0,0,N,0.0,72,0,Y,Y,N,,Y,N,Y,0,,0,0,4,Y,Y,Y,0.0,SHENANDOAH NURSING HOME,Y,N,Y,Y,Augusta,Y,0,Y,0,0,339 WESTMINISTER DRIVE,N,22939,Y,495262,60,6,0,0,0,Y,4,VA,N,,Y,N,,0,Y,2020/06/28 00:00:00,,FISHERSVILLE
Y,N,7,0,Y,0.0,18,0,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,55.6,THE FOUNTAINS AT WASHINGTON HOUSE,N,N,Y,Y,Alexandria City,Y,2,Y,0,0,5100 FILLMORE AVENUE,N,22311,Y,495288,54,0,0,2,4,Y,0,VA,N,,Y,N,,1,N,2020/06/07 00:00:00,0.0,ALEXANDRIA
Y,N,10,2,Y,89.7,78,4,Y,Y,N,,Y,N,Y,4,,0,7,2,Y,Y,Y,51.3,GREENSPRING VILLAGE,Y,,Y,Y,Fairfax,Y,4,Y,7,0,7470 SPRING VILLAGE DR,,22150,Y,495354,92,0,0,10,4,Y,4,VA,N,,Y,Y,,4,Y,2020/05/24 00:00:00,175.0,SPRINGFIELD
Y,N,7,7,Y,0.0,77,0,Y,Y,N,,N,Y,N,2,,0,0,13,Y,N,Y,39.0,SENTARA NURSING CENTER VA BEAC,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,3750 SENTARA WAY,Y,23452,Y,495270,116,6,4,0,0,Y,1,VA,N,,Y,Y,,3,Y,2020/07/05 00:00:00,0.0,VIRGINIA BEACH
Y,N,1,0,N,0.0,91,0,Y,Y,N,,Y,N,Y,0,,0,0,16,Y,Y,Y,0.0,MANORCARE HEALTH SERVICES-IMPERIAL,N,N,Y,Y,Henrico,Y,0,Y,0,0,1719 BELLEVUE AVENUE,Y,23227,Y,495283,128,16,4,0,0,Y,5,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,RICHMOND
Y,Y,4,0,Y,0.0,66,0,Y,Y,N,,Y,N,Y,0,,1,0,0,Y,Y,Y,0.0,ACCORDIUS HEALTH AT HARRISONBURG LLC,Y,N,Y,Y,Harrisonburg City,Y,0,Y,0,0,94 SOUTH AVENUE,N,22801,Y,495146,117,0,0,0,0,Y,0,VA,N,,Y,Y,,0,Y,2020/06/21 00:00:00,,HARRISONBURG
Y,N,7,3,N,53.3,75,0,Y,Y,N,,Y,N,Y,0,,0,0,8,Y,Y,Y,200.0,AUTUMN CARE OF SUFFOLK,Y,N,Y,Y,Suffolk City,Y,0,Y,4,0,2580 PRUDEN BOULEVARD,N,23434,Y,495258,120,17,0,0,4,Y,4,VA,N,,Y,N,,15,Y,2020/07/05 00:00:00,26.7,SUFFOLK
Y,N,11,0,N,0.0,39,0,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,Y,Y,0.0,THE CONVALESCENT CENTER AT PATRIOTS COLONY,Y,N,Y,Y,James City,Y,0,Y,0,0,6000 PATRIOTS COLONY DRIVE,N,23188,Y,495369,60,2,0,3,1,Y,4,VA,N,,Y,N,,0,Y,2020/06/28 00:00:00,,WILLIAMSBURG
