"Report Date","Geography Type","Geography Name",FacilityTypeGroup,"Number of Outbreaks","Number of Outbreak Associated Cases","Number of Outbreak Associated Deaths"
06/23/2020,"Health District","Central Virginia","Correctional Facility",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Central Virginia","Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Central Virginia","Healthcare Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Central Virginia","Long Term Care Facilities",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Central Virginia",Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesapeake,"All Outbreaks",18,139,"Not provided at this time"
06/23/2020,"Health District",Chesapeake,"Congregate Setting",6,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesapeake,"Correctional Facility",2,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesapeake,"Educational Setting",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesapeake,"Healthcare Setting",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesapeake,"Long Term Care Facilities",8,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesapeake,Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesterfield,"All Outbreaks",19,362,"Not provided at this time"
06/23/2020,"Health District",Chesterfield,"Congregate Setting",5,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesterfield,"Correctional Facility",4,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesterfield,"Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesterfield,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesterfield,"Long Term Care Facilities",10,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chesterfield,Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chickahominy,"All Outbreaks",15,246,"Not provided at this time"
06/23/2020,"Health District",Chickahominy,"Congregate Setting",6,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chickahominy,"Correctional Facility",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chickahominy,"Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chickahominy,"Healthcare Setting",2,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chickahominy,"Long Term Care Facilities",6,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Chickahominy,Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Crater,"All Outbreaks",20,593,"Not provided at this time"
06/23/2020,"Health District",Crater,"Congregate Setting",5,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Crater,"Correctional Facility",4,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Crater,"Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Crater,"Healthcare Setting",2,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Crater,"Long Term Care Facilities",9,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Crater,Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Cumberland Plateau","All Outbreaks",1,17,"Not provided at this time"
06/23/2020,"Health District","Cumberland Plateau","Congregate Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Cumberland Plateau","Correctional Facility",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Cumberland Plateau","Educational Setting",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Cumberland Plateau","Healthcare Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Cumberland Plateau","Long Term Care Facilities",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Cumberland Plateau",Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Eastern Shore","All Outbreaks",10,846,"Not provided at this time"
06/23/2020,"Health District","Eastern Shore","Congregate Setting",6,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Eastern Shore","Correctional Facility",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Eastern Shore","Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Eastern Shore","Healthcare Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Eastern Shore","Long Term Care Facilities",4,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Eastern Shore",Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Fairfax,"All Outbreaks",64,1887,"Not provided at this time"
06/23/2020,"Health District",Fairfax,"Congregate Setting",2,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Fairfax,"Correctional Facility",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Fairfax,"Educational Setting",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Fairfax,"Healthcare Setting",3,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Fairfax,"Long Term Care Facilities",57,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Fairfax,Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Hampton,"All Outbreaks",3,42,"Not provided at this time"
06/23/2020,"Health District",Hampton,"Congregate Setting",2,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Hampton,"Correctional Facility",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Hampton,"Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Hampton,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Hampton,"Long Term Care Facilities",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Hampton,Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Henrico,"All Outbreaks",20,729,"Not provided at this time"
06/23/2020,"Health District",Henrico,"Congregate Setting",4,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Henrico,"Correctional Facility",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Henrico,"Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Henrico,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Henrico,"Long Term Care Facilities",16,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Henrico,Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Lenowisco,"All Outbreaks",2,26,"Not provided at this time"
06/23/2020,"Health District",Lenowisco,"Congregate Setting",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Lenowisco,"Correctional Facility",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Lenowisco,"Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Lenowisco,"Healthcare Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Lenowisco,"Long Term Care Facilities",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Lenowisco,Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Lord Fairfax","All Outbreaks",22,584,"Not provided at this time"
06/23/2020,"Health District","Lord Fairfax","Congregate Setting",8,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Lord Fairfax","Correctional Facility",1,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Lord Fairfax","Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Lord Fairfax","Healthcare Setting",5,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Lord Fairfax","Long Term Care Facilities",8,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District","Lord Fairfax",Other,0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Loudoun,"All Outbreaks",13,423,"Not provided at this time"
06/23/2020,"Health District",Loudoun,"Congregate Setting",2,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Loudoun,"Correctional Facility",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Loudoun,"Educational Setting",0,"Not provided at this time","Not provided at this time"
06/23/2020,"Health District",Loudoun,"Healthcare Setting",1,"Not provided at this time","Not provided at this time"
